level 1	level 2	level 3
There are five types of rhinos on the planet. All of the types are in danger. There are only a few of the rhinos. They can die out. The type that is in most danger is the northern white rhino. Scientists try to save this type of rhino. They freeze their sperm . In 2018, the last male rhino dies. His name is Sudan. Now, there are only two rhinos. They are both female . Scientists take some of their eggs. They use the sperm to make two embryos. These embryos can save the northern white rhino. They are little babies which scientists can put into a female rhino. If everything goes well, a real baby rhino can be born from the embryo.	There are five kinds of rhinos on the planet, and all of them are endangered . One of the reasons is poaching because poachers hunt rhinos as people from Asia buy their horns. The most endangered kind of rhino is the northern white rhino. Sudan was the last male northern white rhino, and he died in 2018. Now, there are only two northern white rhinos left. They are both female. Scientists are trying to save the northern white rhino. They took two eggs from the female rhinos, and they fertilized them with frozen sperm. They created two northern white rhino embryos , and they hope that they can save the white rhino.	There are five rhino species on the planet, and all of them are considered threatened . One of the largest threats is poaching – poachers hunt rhinos because there is a market for their horns in Asia. The most endangered rhino species is the northern white rhino. Sudan was the last male northern white rhino, and he died in 2018. Since then, there are only two of these rhinos left, and they are both female. However, there is still hope for the rhino. Last Wednesday, people reported that an international group of scientists successfully collected mature eggs from the two female rhinos, fertilized them using sperm from two males (who are now dead), and they created two northern white rhino embryos. These embryos could save the species from extinction.
Asia Bibi is from Pakistan. She is Christian. In 2009, she gets in trouble. People say that she says bad things about Islam’s Prophet. This is a very serious crime in Pakistan. The court sentences her to death. This happens in 2010. In 2018, she is not killed. The court sets her free. This makes some people angry. Hundreds of people protest. Mrs Bibi’s plans now are to leave the country.	Asia Bibi is a Christian woman from Pakistan. In 2009, she got into an argument with farm workers. As they did not want to drink from a container that she drank from because she is Christian. A few days later, people said that she insulted Islam’s Prophet. Blasphemy is punished by death in Pakistan and the court sentenced her in 2010. She spent eight years waiting to be killed, but the court freed her instead. This made some people angry and hundreds of them protested in the streets of Karachi. Mrs Bibi’s plans now are to leave the country.	Police arrested Asia Bibi in 2009 in Pakistan after people accused her of blasphemy following a quarrel with two fellow female farm workers who refused to drink from a water container used by a Christian. A few days later, a mob accused her of insulting Islam’s Prophet which led to her conviction in 2010. The court charged her with blasphemy and sentenced to death. After spending eight years on death row, the court acquitted her. The court’s decision sparked a protest – hundreds of people marched in the streets. One of the protesters, the president of Jamaat-e-Islami (a socially conservative Islamist political party) said that there was pressure from Britain, America and the Pakistani government, but this was the matter of the honour of their beloved Prophet. On the other hand, Tahira Abdullah, a human rights activist, said that the Supreme Court of Pakistan rendered an excellent judgement which will set precedent for decades or even centuries to come in the judicial history of Pakistan. Mrs Bibi now plans to leave the country.
This news is from England. It is about Big Ben. Big Ben is in London. It is 156 years old. Big Ben needs repairs . This can cost up to 40 million pounds. The repairs can take four months. At the bottom of the tower, there will be a visitor centre. There will be a lift, too.	Big Ben is a famous symbol of London and England. It is 156 years old, and people last repaired it in 1976. Big Ben is in disrepair and must be repaired. Politicians say that the repairs will cost up to 40 million pounds. Also, Big Ben would be shut down for 4 months. The costs include a visitor centre at the bottom of the tower and a lift.	London’s Big Ben has been bonging for 156 years, but it could all stop with a bang if urgent repairs aren’t carried out. The Great Clock, one of London’s most famous tourist attractions, needs drastic work to stop it falling silent. Politicians say the repairs could cost taxpayers up to 40 million pounds and would shut Big Ben down for up to 4 months. But many say it’ll all be worth it. “Big Ben and the Elizabeth Tower, which it’s on top of, is an iconic image of the UK. It’s arguably the most famous iconic image of the UK, one of the most famous images anywhere in the world. It’s part of the image of the country. I don’t think I know many developing-world countries that would allow an iconic status symbol on that scale to fall into disrepair .” The cross-party Commons Finance Committee’s report says Big Ben has “chronic problems” with the bearings behind the hands and pendulum . There is also severe metal erosion, cracks in the roof and other structural defects. Upgrades were also needed to bring the building in line with health and safety regulations. The costs include plans to build a visitor centre at the bottom of the tower, and a lift to take observers to the top. It’s been 31 years since its last overhaul . In 1976, repairs saw the clock stopped for 26 days over nine months.
The Internet is international . Most countries have international Internet. However, a country can have its own Internet . For example, China has its own Internet. Russia wants to have its own Internet, too. President Vladimir Putin says ‘yes’ to new laws. With its own Internet, Russia does not need international servers. Russia says that this is good for the Internet’s stability. It says that the Internet can be safer like this. Some people criticise this. They say that Russia is doing this to block free speech .	Russian President Vladimir Putin signed new laws last Wednesday. Their aim is to create the country’s own Internet, and this would mean that the Russian Internet would not need international servers. The Russian government could take control in case of danger to the stable and safe operation of the Russian Internet in the Russian territory. Russia plans to test this new system later this year and the laws will take effect in November. However, there are critics of the new system – they that say this could lead to censorship . Some fear Russia could create its version of China’s Great Firewall , which China uses to hinder free speech. There were reports that Russia tried to stop free speech on the Internet before. For example, it banned some sites and messaging platforms. Since 2014, blogs which are visited by more than 3,000 people a month must be registered.	Russian President Vladimir Putin signed a new measure last Wednesday which aims to create the country’s own Internet. This would mean that the Internet would no longer need to go through international servers. The change would let the government take control ‘in case there are threats to the stable, safe and integral operation of the Russian Internet’ in ‘Russian territory’. The country is expected to test the new system later this year, and the legislation is set to take effect in November. However, some critics fear the new measure could lead to censorship, as Newsy has previously reported. The new legislation might lead to Russia creating its own version of China’s Great Firewall, which China uses to severely hinder free speech. People reported that Russia has tried to suppress freedom in the past, namely by banning certain sites and messaging platforms because they refused to follow government orders to curb user privacy. Blogs with more than 3,000 monthly visitors have to be registered as media outlets since 2014.
This news is from England. A woman is in hospital. She is giving birth . Doctors give her an injection. The injection makes her feel no pain. The mother gives birth. Five hours later, she cannot feel her legs. She asks the doctors, but they say that it is fine. The next day, it is the same. She cannot feel her legs. The doctors start to panic. They operate on her. The woman has a clot in her body. It presses on her spinal cord . This is bad. The woman cannot walk now. She feels very bad.	A mother from England was giving birth. She has a heart condition, so doctors gave her an epidural. This is an injection in the back, which numbs your nerves. Five hours after giving birth, she did not have feeling in her legs. Doctors told her that it was fine, but when nothing changed the next day, everybody started to panic. The mother had a blood clot, which was putting pressure on her spinal cord. After giving birth, now she had to be operated on. The mother and child could not see each other the first 6 days, and the mother is now in a wheelchair. People are investigating the incident.	On the surface, this could be any mother and daughter, but Amelie and Irem share a special story. Because of an epidural , Irem had a blood clot which was putting pressure on her spinal cord and meant that Amelie had to spend the first 6 days of her life separated from her mother. And Irem had to endure a long, life-threatening operation just after going through labour. “It was heartbreaking and I didn’t see her then for the next 5 days after that because I was  recovering from the surgery. And all I could think about was what was with Amelie. She was there by herself. It’s really quite heartbreaking.” Because of a heart condition, Irem was advised to have an epidural – an injection in the back, which numbs the nerves. Five hours after giving birth she still didn’t have feeling in her legs. Initially , medical staff seemed unfazed , offering reassurance, but when nothing had changed the next day, doctors went into panic mode. “The aftercare, the time it took to diagnose and treat is a subject to an investigation and, you know, I do feel that, you know, I wasn’t listened to.” Chelsea and Westminster’s own investigation agreed. They recognised delays in picking up symptoms. A legal investigation will focus on whether those delays meant she missed the chance to have surgery earlier. “I really dreamed of being a mum I know as many people do, so not being able to look after her is the hardest thing. I mean, just even watching Adam being able to pick her up and give her a hug is difficult for me because I’m not the one looking after her and I always thought I would be. And it was difficult with bonding for her because even though we spend a lot of time together she, she understands now. Now that she’s a toddler she understands there’s things mum can’t do, so she won’t come to me for those, and that’s really difficult for me.” Irem’s dream of motherhood is now different to how she’d envisioned and life has completely changed for this family.
The fashion industry is not good for the natural world. Now people want to buy clothes from companies which care about the natural world. Many countries sign the Paris deal in 2016. Sixteen of the biggest companies want to change their business. They want to use better materials. They want to make less waste . They promise that they will care about their workers more. A new study says that the companies are not successful. Companies have the biggest problems with waste and workers´ rights. It is not good news for consumers . The biggest fashion companies must change many things. If not, people will buy clothes from smaller companies which care about the natural world.	Many countries signed the Paris climate deal in 2016, and many companies promised that they would care more about the environment. Big fashion companies said that they would choose better materials and reduce waste and emissions . Recently a report said that these companies were not successful. A study looked at the fifteen biggest fashion brands and the highest possible score , which they could get, was 100. The most important things were emissions, waste, workers´ rights , water, and materials. Most companies scored around 36 points, and it meant that they did not keep their promise. The biggest problems were waste and workers´ rights. More than 70% of people prefer buying clothes which do not harm the environment. It means that fashion companies must try harder to keep their promises or they will lose customers.	The fifteen largest fashion companies are falling short when it comes to meeting the social and environmental targets of the 2016 Paris Climate Agreement. Brands were scored out of 100 in their progress towards meeting 16 targets relating to emissions, waste, workers´ rights, water, and materials. Companies ranked based on transparency of their practices and the average score for the 15 big companies was 36 points. On average, waste and workers´ rights were the companies´ biggest downfalls . The fashion industry is under increasing pressure from consumers and governments to clean up its act, and according to statistics, it is responsible for at least 4% of global greenhouse gas emissions. According to reports, more than 70% of consumers regard sustainability when making a purchase.
The Arctic ice is melting . This means that the polar bears cannot hunt . They are hungry. They move south to look for food. Many of them go to a Russian village. They look for food there. They look for it in rubbish dumps . They enter houses and buildings, too. Polar bears are big and strong. They can be dangerous.	A group of polar bears invaded a town in Russia when they were looking for food in rubbish dumps . They also entered homes and public buildings. The town, on an island north of continental Russia, said that this was an emergency as polar bears can be dangerous. People say that there is less and less Arctic ice, so the bears are moving south to look for food.	A town on a remote island off the northern coast of Russia declared a state of emergency after a group of polar bears invaded it. Due to climate change, polar bears are forced into closer contact with humans – they look for food in rubbish dumps and enter homes and public buildings. People say that the invasion started because of melting ice in the Arctic which forces the bears to look for food on land.
In the north of Norway big landslide happens. The earth starts to move into the sea. Eight houses end up in the sea. A man films the landslide. He sees that the land is moving. He runs away. The landslide destroys the man´s house. Most houses are holiday homes. It means that they are empty now. The police say that nobody is hurt. A dog gets stuck on a piece of land. The dog cannot run away. Rescuers in a helicopter save the dog. Experts say that landslides are very normal in Norway. However, this landslide is very big. It is 2,100 feet wide and 492 feet high. It is not usual in this part of Norway.	A helicopter rescued a dog that could not leave a piece of land after a landslide moved the land in Norway. The landslide happened on Wednesday morning, and a local man filmed it. When the man saw that the land started to move, he quickly ran away. The landslide was the largest that ever happened in the Alta area in Norway. It was 2,100 feet wide and 492 feet high, and it swept eight houses into the sea. However, most houses were holiday homes, and they were empty. Local police said that nobody was hurt in the disaster, and nobody went missing . Alta is located in the north of Norway, and large forests are there. Many people visit this area to watch the Northern Lights. The Northern Lights are special colors in the sky that people can see at night.	A dog was rescued by a helicopter after surviving a massive landslide that swept eight homes into the sea in Alta, Norway. The landslide was the largest that the area ever witnessed, measuring 2,100 feet in width and up to 492 feet in height. A local resident filmed the landslide, and he said that he ran for his life when he realized what was happening. Despite serious damage to the homes, no injuries were reported. Many of the buildings were holiday homes, and they were unoccupied at the time of the disaster. Officials say that landslides of this scale happen every one or two years in Norway. However, in Alta, there had never been such a big slide. The Alta area, which is located in Norway´s northernmost county, is known for its forests, coastal landscapes, and Northern Lights .
Earth Hour is a campaign . It happens on the last Saturday of March. It tells people about climate change . It tells people to turn off the lights for one hour. Some people do so. Earth Hour started in Sydney. It started in 2007. Now, around 7,000 cities turn off the lights. They save energy like this. They help the planet.	Earth Hour is a climate change awareness campaign. It began in Sydney in 2007 and it encourages people to turn off lights between 8:30 and 9:30 p.m. on the last Saturday of March. This year, around 7,000 cities took part in Earth Hour. The lights went out in parts of Japan, the Philippines and Hong Kong, where around 4,000 businesses, buildings and schools turned off their lights. By taking part in last year’s event, Hong Kong’s energy consumption went down by 4%. Thanks to this, 153 tons of CO2 did not enter the atmosphere.	The lights went out in parts of Japan, Hong Kong and the Philippines today as part of Earth Hour – a climate change awareness campaign spanning cities around the world, encouraging people to switch off all non- essential lights between 8:30 and 9:30 p.m. local time on the last Saturday of March. In Japan, the capital city’s iconic Tokyo Tower was plunged into darkness to mark WWF ’s Earth Hour. Earth Hour began in Sydney in 2007, asking households and businesses to switch off their lights for 60 minutes to curb down global carbon pollution and promote climate change awareness. And it now spans more than 7,000 cities worldwide. Elsewhere in Hong Kong, around 4,000 businesses, buildings and schools turned off their lights to mark Earth Hour. Hong Kong’s WWF chairman Edward Ho said that taking part in last year’s event showed that by simply dimming the lights for one hour, Hong Kong’s energy consumption was reduced by more than four per cent, avoiding the emission of 153 tons of carbon dioxide .
The movie “ Parasite ” is from South Korea. It is in Korean. People like it a lot. It gets nominations for awards at the Oscars . It is the first South Korean movie to get nominations. It wins an Oscar for the best movie on Sunday. It is the first movie that is not in English to win this award. It also wins awards at other movie organizations. The director says that “Parasite” continues the story of other Korean movies. The movie is about a poor family who wants to be rich.	On Sunday, the South Korean movie “Parasite” won the Oscar for best picture . It became the first non-English language movie to win the highest prize. It also was the first movie from South Korea to get a nomination at the Oscars. “Parasite” also won awards at the Cannes Film Festival, the Screen Actors Guild, and the British Academy of Film and Television Arts. Director Bong Joon-ho said that the movie is “a continuation of all the Korean films that came before.” The movie is about a poor family who wants to become rich.	The South Korean movie “Parasite” won the Oscar for best picture on Sunday, which means that it was the first non-English language movie to win the top prize. It also was the first movie from South Korea to get a nomination at the Oscars. Before the Oscars, “Parasite” also won awards at the Cannes Film Festival, the Screen Actors Guild, and the British Academy of Film and Television Arts. Director Bong Joon-ho said that the movie is “a continuation of all the Korean films that came before. It’s an extension of our history.” The movie is about class  struggles between the rich and poor.
More than 12,000 musicians meet in Caracas, Venezuela. They want to make a new world record for the biggest orchestra . All the musicians are in Venezuela´s national orchestras. They are between 12 and 77 years old. Their concert is one hour long. All the musicians play together for only about 10 minutes. More than 250 people watch them. They are from the Guinness World Records. Every person watches a group of musicians. They see if all the musicians follow the rules . The Guinness World Record will say in 10 days if the musicians have a new record. The musicians play ´Slavonic March´. It is music by Russian Pyotr Tchaikovsky. Tchaikovsky writes it in 1876. He writes it for a concert for people. These people die in the war between Serbia and Turkey.	More than 12,000 musicians met in Caracas, Venezuela, to set a new world record for the biggest orchestra . The musicians had ages between 12 and 77, and they all belonged to Venezuela´s national orchestras. The concert was one hour long, and a part of it was Tchaikovsky´s ´Slavonic March´. Tchaikovsky wrote it in 1876 in Moscow, Russia, for a concert for victims of the war between Serbia and Turkey. More than 250 supervisors watched the musicians play for about ten minutes. In ten days, the Guinness World Records will say if the musicians have a new record or not.	More than 12,000 musicians in Venezuela´s National System of Youth and Children´s Orchestras, known as ´El Sistema´, performed Tchaikovsky´s ´Slavonic March´. They performed for about ten minutes in an attempt to break the Guinness World Record for the largest orchestra performance. The music piece was a tone poem by Tchaikovsky in 1876 to celebrate Russia’s help in the Serbo-Turkish War. Thousands of musicians came together on November 13, with performers ranging in age from 12 to 77. They gathered at the Venezuelan Military Academy in Caracas for the one-hour concert, conducted by Andres Abreu, the 34-year-old nephew of acclaimed Venezuelan Jose Antonio Abreu. More than 250 supervisors observed the performance. The Guinness World Records will determine within ten days whether the musicians set the record.
Cage diving is a popular tourist attraction. People get in a cage and they watch sharks around them. A group of people cage dive in Mexico. A diver is in the cage and a shark comes. It hits the cage and breaks it. It enters the cage. The diver is still inside. This is really scary. People film this. The shark is in the cage, but it soon gets out. When the shark leaves, the diver comes back up. He is fine.	Cage diving is a popular tourist attraction in countries with shark-infested waters. Some people went cage diving off Mexico’s Baja California Peninsula . A shark went for some bait and hit the cage. It broke the cage, and the shark became trapped inside with the diver. Someone filmed the scary moment on camera. After the shark escaped, the diver came back up without a scratch on him. He was able to move out of the shark’s way as it entered the cage.	Cage diving is a popular tourist attraction in countries with shark-infested waters, such as off the west coast off Mexico’s Baja California peninsula . Some people went cage-diving when a shark went for some bait and hit the cage. The shark broke the rail and it became trapped inside the cage with the diver. Someone filmed the horrifying moment on camera and, thankfully, after the shark escaped, the diver resurfaced  remarkably  unscathed . People think that he was able to move out of the shark’s way as it entered the cage.
This week, there is a zip-line off the Eiffel Tower. People jump from the second floor of the tower. They go almost 100 kilometres per hour. They land 800 metres from the tower. This is not the first time that there is a zip-line. However, the previous zip-line was from the first floor. This zip-line is from the second floor. It is more fun.	People in Paris enjoyed zip-lining off the Eiffel Tower. There was another zip-line before, but it was only from the first floor. The new zip-line was from the second floor, so it was more fun. People could reach speeds of almost 100 kilometres per hour. The landing platform was 800 metres from the tower.	Locals and visitors to Paris had the rare opportunity to zip-line off the Eiffel Tower. They took off from the tower’s second floor and landed on a small platform 800 metres away, reaching speeds of up to 97 kilometres per hour. This was the second time that you could zip-line from the Eiffel Tower, but the first experience was not as powerful because people jumped only from the first floor.
In France, a fire happens at the Notre Dame Cathedral. The fire is an accident. It starts up by a tower. It comes down through the ceiling. Firefighters save a lot of the small works of art. An official tells them what works are important. Even though there is a fire, the building does not fall. Its structure still stands. Its two towers in the front still stand. A French official says that people are lucky. People can see if the building is stable . Then they can save the bigger works of art. They can fix the art.	In France, a fire burned down part of the Notre Dame Cathedral. It came down the Cathedral’s spire and burned through the ceiling. The fire started by accident. The building’s structure and the two towers in the front still stand. A French official said that we are lucky that there were not 15 or 30 more minutes of the fire. An official directed firefighters to save much of the smaller and important pieces of art. People will take out the larger pieces of art when the building is more stable. The art has smoke damage, but people can repair the works.	In France, the Notre Dame Cathedral caught on fire earlier this week from an accident, according to investigations. The inferno came down the Cathedral’s spire and burned through the ceiling. However, all is not lost, as the building’s structure and the two front towers still stand. A French official said that 15 or 30 more minutes of the fire could have changed all of this. An official directed firefighters to save much of the smaller and important pieces of art, including Christ’s crown and Saint Louis’ tunic . Those pieces of art are now in the Louvre. People will remove the larger pieces of art when the building is more stable. The art has smoke damage, but people can repair and restore the works.
This news is from Denmark. Starlings  flock together every autumn there. They look for rest and food. Then they go south in the winter. Hundreds of thousands of birds move in formations. They attract people who watch them. A hundred thousand people watch them every year. There are so many starlings that they block the sun. People call this Black Sun. It is the biggest Danish nature event.	Every year in autumn, migrating starlings flock together in Denmark. They look for rest and food on their way south for the winter. Hundreds of thousands of birds swirl into formation against the autumn sky. The show attracts a hundred thousand people each year. There are so many of the birds that they block the view of the sky. That is why people call the biggest Danish nature event Black Sun.	Every year in autumn, migrating starlings  flock together in the marshes of the Wadden Sea National Park in Denmark looking for rest and food on their way south for the winter. Hundreds of thousands of birds swirled into formations against the crisp autumn sky, and attracted quite a crowd of spectators. When the starlings tried to land, they performed a balletic shaping that blocks the view of the sky leading to its rather appropriate nickname, Black Sun, which is the biggest Danish nature event. From the end of September to the beginning of October, people can see up to a million birds landing in a chosen spot at sunset and putting up a show which attracts around a hundred thousand people each year.
This news is about Leonard Cohen. He is Canadian. He is a singer, a songwriter and a poet. His famous song is “Hallelujah”. Many singers cover it. Some are Jeff Buckley and Bono. He releases his 14th album. It is called “You Want It Darker”. Leonard Cohen dies. He is 82. Thousands of people pay tribute to him.	Leonard Cohen was a singer, a songwriter and a poet. He died at the age of 82. His most famous song is “Hallelujah”. Many singers covered it, including Jeff Buckley and Bono. People announced Leonard Cohen’s death on Facebook. Thousands of people paid tribute to the Canadian legend. Just last month, Leonard Cohen released his 14th studio album “You Want It Darker”.	Legendary singer, songwriter and poet, Leonard Cohen, died at the age of 82. Dubbed as one of music’s most revered and prolific visionaries, his most famous song “Hallelujah” has been covered by the likes of Jeff Buckley and Bono. Following the announcement of the Canadian’s death via Facebook, thousands of tributes flooded in with someone calling him the greatest wordsmith of all time. In spite of his success and vast catalogue of music, Leonard Cohen rarely made it into the charts. Just last month, he released his 14th studio album “You Want It Darker”.
People produce cocaine in Peru. They send the cocaine abroad. Small planes move it. In 2014, they moved around 180 tonnes of cocaine. There are 600 drug flights a year. The government of Peru wants to stop this. It makes a new law . Thanks to this law, the military can shoot down the planes. However, the planes move more than drugs. Boats move the drugs, too. People take them on big planes, also.	According to the United States, Peru is the world’s top cocaine producer. People send most of the country’s cocaine sent abroad in small planes. People estimated that small planes moved 180 tonnes of cocaine from Peru in 2014, and that there are 600 of these flights a year. The government of Peru wants to stop this, so it passed a new law. The law lets the military shoot a plane down if someone thinks that the plane is carrying drugs. However, drugs do not leave the country only in small planes. People also move the drugs on boats and on commercial flights.	If suspected of carrying drugs to smuggle out of Peru, the military now has permission to shoot down the aircrafts. The country’s Congress unanimously passed the legislation in an effort to clamp down on flights carrying cocaine. According to the United States, Peru is the world’s top cocaine producer, and it’s estimated most of the country’s cocaine is sent abroad in small planes. The US State Department estimates that small planes moved 180 tonnes of cocaine from Peru in 2014. Congressman Carlos Tubino said Peru can’t allow traffickers to continue to defy its laws. He puts the number of narcotics flights at 600 per year. But the control of drugs trafficking isn’t a simple task. And though measures have been taken to stop the so-called drugs flights, cocaine also leaves the country on boats, in suitcases and in the stomachs of drugs smugglers on commercial flights.
A truck drives onto a bridge. The truck is very heavy. The bridge is small and weak . The bridge falls down. This happens in China. The bridge connects a village with towns. The people from the village have a problem. They cannot use the bridge. They must go around it, and that takes more time. There is a water  pipe under the bridge. The pipe is broken, too.	A truck drove onto a bridge in China but the truck was just too heavy for the bridge. The small concrete bridge collapsed under the truck’s weight. The driver of the truck said that he took a wrong turn in the dark. The bridge connects a village with nearby towns, so the villagers must take long detours to cross the river. The accident also damaged the water pipe, which ran under the bridge.	A bridge crossing ends in disaster after a truck proved too heavy, causing the entire structure to collapse. The small bridge which links a village in east China’s Zhejiang Province with nearby towns collapsed in the early hours of Saturday morning after the driver said he took a wrong turn in the dark. And to add to the problems facing locals as a result of the incident, the truck which was carrying metal rods to a construction site also damaged the main water pipe running beneath the bridge, cutting off the village’s water supply. And with the truck firmly wedged in the destroyed remains of the bridge, villagers are left having to navigate longer detours to cross the river.
This news is about a panda. She lives in Hong Kong. She is 38 years old. That is around 114 in human years. The panda becomes ill. She cannot walk well. She sleeps a lot. She does not eat or drink much. She is dying. Her owners  put her down . Pandas were endangered . People are trying to help pandas. Their situation is getting better.	In 1999, people gave a panda to Hong Kong and she lived at Ocean Park. This year, she was 38 years old. That is around 114 in human years. The panda became ill which meant that she could not walk well, she slept a lot, and she didn’t eat or drink much. Instead of eating 10 kilograms of food a day, she ate only 3. She was dying. Her owners decided to put her down . Pandas were endangered for many years. The biggest problem was that people were destroying their natural habitat . Luckily, the situation is getting better for pandas. People are trying to help them.	Jia Jia, the oldest panda in captivity, has died at 38 years old, which is around 114 in human years. During her last two weeks, Jia Jia slept quite a bit, was unable to walk without difficulty, and was no longer eating or drinking as she used to. Before her illness, she ate around 10 kilograms of food per day, but towards the end of her life, she was eating less than 3 kilos. In the end, her owners at Ocean Park in Hong Kong made the decision to put her down. She came to the park in 1999 when people gifted her to Hong Kong to mark the second anniversary of the city’s handover from Britain. The large mammals were endangered for many years because most of their natural habitat has been destroyed for farming and construction, but last month their status changed to vulnerable thanks to decades of work by conservationists.
There is a video about a killer whale baby. The baby orca was born in Sea World park in Texas. Its mother is 25 years old. Her name is Takara. This is the last baby orca born in the park. It is the end of the breeding  programme in Sea World. Some people worry about orcas which do not live in the open ocean. Activists want to move the mother and the baby into a wildlife reservation.	There is a video of a birth of the last killer whale living in captivity . The calf was born to 25-year-old Takara in a Sea World in Texas. Sea World announced the end of its orca breeding  programme last year. It was after the film ‘Blackfish’. Some people started to worry about the benefits of orcas living in captivity. Animal rights campaigners want to move both the orcas into a wildlife reservation.	The birth of last killer whale living in captivity has been captured on video. The calf was born to 25-year-old Takara in a Sea World park in Texas. Sea World announced the end of its orca breeding programme last year. It was after the film ‘Blackfish’ which raised concerns about welfare of orcas living in captivity. Animal rights campaigners want to move both orcas into a wildlife reservation.
In Jakarta, there is a tower for the Indonesia Stock Exchange . It has a floor that is like a balcony. It is between the first and second floors. Video records that floor collapsing . About 30 students fall down to the floor below. The police say that 80 people get hurt. However, nobody dies. The police block off that part of the building. People can work in the other parts. Leaders say that militants did not make the floor fall.	In Jakarta, a mezzanine floor inside the Indonesia Stock Exchange tower collapsed. About 30 students plunged into the lobby. Police said that there were about 80 injuries but no deaths. Police evacuated and cordoned off the area of the building while trading resumed in the other areas. Leaders say that the floor did not fall because of a militant attack.	In Jakarta, a mezzanine floor inside the Indonesia Stock Exchange tower collapsed, and CCTV video showed about 30 students plunging into the lobby. Police said that although there were about 80 injuries, there were no fatalities . Police evacuated and cordoned off that area of the building, but trading resumed in the other areas. Authorities said that the collapse was not due to a militant attack.
This news is about squirrels . There are two types in the UK. One type is red and little. The other type is bigger and grey. The red squirrel is British. The grey squirrel is from North America. The grey squirrel outcompetes the red squirrel. The grey squirrel also carries a virus. This virus kills the red squirrels. There are only 140,000 red squirrels in the UK. People help the red squirrel. They give something to the grey squirrels. The grey squirrels stop having babies.	The red squirrel is native to the UK, but its numbers are declining . The grey squirrel, which came from North America 150 years ago, outcompetes the red squirrel. It is bigger and it carries a deadly virus. There are only 140,000 red squirrels in the UK. People decide to help them. The plan is to change the way the bodies work in the grey squirrels, so they will not have babies. If people do nothing, the red squirrels will die out within a generation.	The number of red squirrels in the UK, which is the native squirrel, is rapidly declining with only 140,000 left. The grey squirrel, which came from North America about 150 years ago, outcompetes the reds squirrel for food and carries the fatal virus ’squirrel pox’. Conservationists decided to fight back, as the red squirrels could otherwise be extinct within a generation. The programme will control grey squirrel numbers in a humane way by changing the grey squirrel’s hormone cycle, so it will not breed and will die out naturally.
There is a contest in China. Twenty-two cars compete in the contest. These cars are special . They don’t need drivers. They can drive without them. The contest takes two days. The cars go 15 kilometres in the first day. They go around a lake. They also must make a 90-degree turn. That is very difficult.	People held a two-day driverless car contest in China. Up to 22 self-driving cars from 14 universities competed. The competition is called Future Challenge 2014, and there are two categories – the expressways , suburban roads and urban roads. The cars drove 15 kilometres around a local lake in the first day of the race. The cars also had to make a 90-degree turn, which is one of the hardest parts of the race.	A steering wheel  steering itself! Pretty clever, eh? Well, a two-day driverless car contest kicked off this morning in Changshu in east China’s Jiangsu Province. Up to 22 self-driving cars from 14 universities and research institutions are competing with each other. The competition’s called Future Challenge 2014. There’re two categories – the expressways and suburban roads and the urban roads. In the first-day race, these cars will cover 15 kilometres around a local lake. They have to make a 90-degree turn, one of the biggest challenges in the race. The performance is graded according to what you might want to call the “four esses” – safety, smartness, smoothness and speed. This year’s contest is the sixth of its kind.
A bus is on fire in Rome. Police say that there is a short circuit in the bus. The fire starts at the bottom of the bus. It grows quickly. It completely destroys the bus. People must evacuate a nearby department store . Only one man is injured. Firefighters put out the fire.	A bus burst into flames in central Rome, and police said that a short circuit caused the fire. The fire started at the bottom of the vehicle and it quickly spread. People had to evacuate a nearby department store. Firefighters put out the fire, and a passer-by was injured in the incident.	A public transport bus burst into flames in central Rome, forcing the evacuation of a nearby department store. The flames started at the bottom of the bus, and quickly engulfed the whole bus in flames. Firefighters eventually extinguished the fire, and the police reported that a short circuit in the vehicle’s electrical system caused the blaze . One passer-by, who suffered minor burns, was injured in the incident.
